RK,Name,First Name,Last name,REC,YDS,AVG,LNG,TD
1281,Xavier Irvin,Xavier,Irvin,3,50,16.7,28,0
1281,Cody Howard,Cody,Howard,3,50,16.7,32,0
1281,Davon Booth,Davon,Booth,12,50,4.2,9,0
1289,Shelton Zeon,Shelton,Zeon,6,49,8.2,12,1
1289,Tyler Stephens,Tyler,Stephens,5,49,9.8,20,0
1289,Corey Kiner,Corey,Kiner,12,49,4.1,16,0
1289,Jaden Walley,Jaden,Walley,5,49,9.8,19,1
1289,Malachi Thomas,Malachi,Thomas,9,49,5.4,21,0
1289,Tucker Holloway,Tucker,Holloway,5,49,9.8,17,0
1289,Kyson Brown,Kyson,Brown,9,49,5.4,27,0
1296,Messiah Swinson,Messiah,Swinson,6,48,8,18,0
1296,Ian Stewart,Ian,Stewart,6,48,8,16,0
1296,Devin Boddie,Devin,Boddie,6,48,8,19,0
1296,Chase Penry,Chase,Penry,5,48,9.6,18,0
1296,Damari Alston,Damari,Alston,8,48,6,11,0
1296,Nick Presley,Nick,Presley,7,48,6.9,10,0
1296,Kadarius Calloway,Kadarius,Calloway,8,48,6,13,1
1303,DeCarlos Brooks,DeCarlos,Brooks,7,47,6.7,11,0
1303,Shedro Louis,Shedro,Louis,5,47,9.4,15,0
1303,Keyshawn Woodyard,Keyshawn,Woodyard,3,47,15.7,21,0
1303,Camari Williams,Camari,Williams,7,47,6.7,12,1
1303,Shomari Lawrence,Shomari,Lawrence,8,47,5.9,17,0
1303,Jeremiah Cobb,Jeremiah,Cobb,7,47,6.7,13,2
1303,Wyatt McClour,Wyatt,McClour,2,47,23.5,29,1
1310,Joachim Bangda,Joachim,Bangda,5,46,9.2,15,0
1310,Johnny Richardson,Johnny,Richardson,12,46,3.8,8,0
1310,Emmett Johnson,Emmett,Johnson,7,46,6.6,13,0
1310,Daba Fofana,Daba,Fofana,5,46,9.2,17,0
1310,Beni Ngoyi,Beni,Ngoyi,1,46,46,46,0
1315,Tyler Harrell,Tyler,Harrell,4,45,11.3,14,0
1315,Jarrad Baker,Jarrad,Baker,7,45,6.4,19,0
1315,Deion Colzie,Deion,Colzie,3,45,15,25,1
1315,Jordan Mosley,Jordan,Mosley,3,45,15,19,1
1315,Omari Kelly,Omari,Kelly,2,45,22.5,40,0
1315,LJ Martin,LJ,Martin,11,45,4.1,13,1
1321,Ja'Quavion Fraziars,Ja'Quavion,Fraziars,4,44,11,13,0
1321,Dylan Downing,Dylan,Downing,5,44,8.8,14,0
1321,Charlie Gordinier,Charlie,Gordinier,2,44,22,30,0
1321,Camar Wheaton,Camar,Wheaton,3,44,14.7,25,0
1321,Kaylon Horton,Kaylon,Horton,6,44,7.3,13,1
1321,Andre Dollar,Andre,Dollar,3,44,14.7,20,0
1321,Ron Tiavaasue,Ron,Tiavaasue,3,44,14.7,28,1
1321,Anthony Brown-Stephens,Anthony,Brown-Stephens,5,44,8.8,20,1
1321,Matt Byrnes,Matt,Byrnes,6,44,7.3,18,0
1321,Jostein Clarke,Jostein,Clarke,3,44,14.7,20,1
1321,Jalen Butler,Jalen,Butler,9,44,4.9,13,0
1332,Beau Corrales,Beau,Corrales,2,43,21.5,26,0
1332,Casey Kelly,Casey,Kelly,5,43,8.6,19,2
1332,Quinton Cooley,Quinton,Cooley,6,43,7.2,16,0
1332,Reese White,Reese,White,9,43,4.8,15,0
1332,Rahjai Harris,Rahjai,Harris,7,43,6.1,12,1
1332,Eli Sanders,Eli,Sanders,5,43,8.6,14,1
1332,Peter Kikwata,Peter,Kikwata,4,43,10.8,21,0
1332,Christian Lee,Christian,Lee,4,43,10.8,34,0
1332,Zach Hrbacek,Zach,Hrbacek,7,43,6.1,21,0
1332,Bryce Caufield,Bryce,Caufield,3,43,14.3,21,0
1332,Julien Lewis,Julien,Lewis,2,43,21.5,37,0
1343,Randy Fields,Randy,Fields,6,42,7,13,0
1343,Adam Beale,Adam,Beale,3,42,14,22,0
1343,Miyan Williams,Miyan,Williams,4,42,10.5,27,0
1343,Miki Suguturaga,Miki,Suguturaga,4,42,10.5,17,1
1343,Jay Rockwell,Jay,Rockwell,7,42,6,12,1
1343,Xzavior Kautai,Xzavior,Kautai,7,42,6,12,2
1343,Thomas Jewett,Thomas,Jewett,9,42,4.7,11,0
1343,Jaylen Anderson,Jaylen,Anderson,4,42,10.5,10,0
1343,Jaron Tibbs,Jaron,Tibbs,5,42,8.4,14,0
1343,Greyson Morgan,Greyson,Morgan,7,42,6,20,0
1343,Olsen Patt-Henry,Olsen,Patt-Henry,3,42,14,25,0
1354,Skylar Loving-Black,Skylar,Loving-Black,4,41,10.3,29,0
1354,Jalen Mitchell,Jalen,Mitchell,6,41,6.8,14,0
1354,Antavious Willis,Antavious,Willis,3,41,13.7,21,0
1354,Casey Filkins,Casey,Filkins,6,41,6.8,16,0
1354,Hudson Wolfe,Hudson,Wolfe,3,41,13.7,18,0
1354,Brady Boyd,Brady,Boyd,5,41,8.2,24,0
1354,Kendall Long,Kendall,Long,3,41,13.7,25,1
1354,Andison Coby,Andison,Coby,5,41,8.2,16,1
1354,Markel Johnson,Markel,Johnson,2,41,20.5,26,0
1354,Chris Culliver,Chris,Culliver,1,41,41,41,1
1354,Kenari Wilcher,Kenari,Wilcher,4,41,10.3,31,0
1365,Raymond Niro,Raymond,Niro,3,40,13.3,19,0
1365,Tyre Shelton,Tyre,Shelton,9,40,4.4,21,0
1365,Genson Hooper,Genson,Hooper,1,40,40,40,0
1365,Torry Locklin,Torry,Locklin,4,40,10,25,1
1365,Jalen Berger,Jalen,Berger,5,40,8,11,0
1365,Kejon Owens,Kejon,Owens,9,40,4.4,10,0
1365,Chauncey Magwood,Chauncey,Magwood,4,40,10,18,0
1365,Jabari Small,Jabari,Small,7,40,5.7,14,0
1365,Caleb Anderson,Caleb,Anderson,6,40,6.7,9,0
1365,Josh Dallas,Josh,Dallas,4,40,10,15,0
1365,Adrian Murdaugh,Adrian,Murdaugh,8,40,5,15,0
1365,Andrew Henry,Andrew,Henry,5,40,8,11,0
1365,Micah Riley,Micah,Riley,2,40,20,32,1
1365,Marcus Vinson,Marcus,Vinson,3,40,13.3,29,1
1379,Kiael Kelly,Kiael,Kelly,6,39,6.5,13,0
1379,Jake McConnachie,Jake,McConnachie,1,39,39,39,1
1379,Andreas Paaske,Andreas,Paaske,4,39,9.8,21,0
1379,John Lee,John,Lee,7,39,5.6,17,1
1379,Tennel Bryant,Tennel,Bryant,5,39,7.8,20,0
1384,Seth Porter,Seth,Porter,3,38,12.7,16,1
1384,Zakhari Franklin,Zakhari,Franklin,4,38,9.5,16,1
1384,Gerald Green,Gerald,Green,8,38,4.8,11,0
1384,Juwaun Price,Juwaun,Price,3,38,12.7,21,0
1384,Tyson Riley,Tyson,Riley,5,38,7.6,22,3
1384,Mehki Wall,Mehki,Wall,6,38,6.3,13,1
1384,Kaleb Mathis,Kaleb,Mathis,6,38,6.3,14,0
1391,Hayden Junker,Hayden,Junker,3,37,12.3,21,1
1391,Lee Witherspoon,Lee,Witherspoon,6,37,6.2,12,0
1391,Rashad Amos,Rashad,Amos,6,37,6.2,32,0
1391,Jaren Mangham,Jaren,Mangham,7,37,5.3,8,0
1391,Ethan Hall,Ethan,Hall,7,37,5.3,21,0
1391,Antwane Wells,Antwane,Wells,3,37,12.3,17,1
1391,DeAngelo Irvin,DeAngelo,Irvin,3,37,12.3,28,0
1391,Jaylon Tillman,Jaylon,Tillman,2,37,18.5,35,1
1399,Jontavis Robertson,Jontavis,Robertson,4,36,9,12,0
1399,Errol Rogers,Errol,Rogers,1,36,36,36,0
1399,Trent Whittemore,Trent,Whittemore,3,36,12,25,0
1399,K'Wan Powell,K'Wan,Powell,6,36,6,12,0
1399,Winston Wright,Winston,Wright,4,36,9,18,0
1399,Andre Johnson,Andre,Johnson,4,36,9,20,0
1399,Tyler Batty,Tyler,Batty,1,36,36,36,0
1399,Ty Hahn,Ty,Hahn,4,36,9,21,0
1399,Isaiah Johnson,Isaiah,Johnson,9,36,4,15,0
1399,Ray Ray,Ray,Ray,6,36,6,19,0
1399,Byrum Brown,Byrum,Brown,2,36,18,21,0
1410,Kenny Brewer,Kenny,Brewer,3,35,11.7,21,0
1410,Kyi Wright,Kyi,Wright,4,35,8.8,11,0
1410,Kahlil Brantley,Kahlil,Brantley,5,35,7,14,1
1410,Levi Gazarek,Levi,Gazarek,6,35,5.8,15,0
1410,Anderson Castle,Anderson,Castle,5,35,7,10,0
1410,Cameron Bonner,Cameron,Bonner,4,35,8.8,15,0
1410,Bryan Robinson,Bryan,Robinson,5,35,7,12,0
1410,Mike Washington,Mike,Washington,13,35,2.7,13,0
1410,Demond Claiborne,Demond,Claiborne,3,35,11.7,22,0
1410,Tate Carney,Tate,Carney,3,35,11.7,20,0
1410,Anthony Evans,Anthony,Evans,4,35,8.8,15,1
1410,Kylish Hicks,Kylish,Hicks,3,35,11.7,16,1
1410,Zachary Card,Zachary,Card,5,35,7,14,0
1410,Mike Franklin,Mike,Franklin,4,35,8.8,11,0
1410,Djay Braswell,Djay,Braswell,3,35,11.7,30,0
1425,Devyn Ford,Devyn,Ford,4,34,8.5,12,1
1425,Mike Hollins,Mike,Hollins,10,34,3.4,8,1
1425,Tristen Tewes,Tristen,Tewes,3,34,11.3,18,0
1425,Terry Lockett,Terry,Lockett,3,34,11.3,15,0
1425,Keyan Burnett,Keyan,Burnett,3,34,11.3,17,0
1425,Marlon Gunn,Marlon,Gunn,5,34,6.8,13,0
1425,Reggie Virgil,Reggie,Virgil,1,34,34,34,1
1425,Brendan Doyle,Brendan,Doyle,7,34,4.9,10,4
1433,Zion Carter,Zion,Carter,4,33,8.3,15,0
1433,Aidan Robbins,Aidan,Robbins,7,33,4.7,12,0
1433,LV Bunkley-Shelton,LV,Bunkley-Shelton,3,33,11,16,0
1433,Bralon Brown,Bralon,Brown,2,33,16.5,29,0
1433,Louis Hansen,Louis,Hansen,2,33,16.5,18,0
1433,Darrius Clemons,Darrius,Clemons,3,33,11,19,0
1433,Robbie Ouzts,Robbie,Ouzts,3,33,11,21,1
1433,Jordan McDonald,Jordan,McDonald,1,33,33,33,0
1433,Ethan Davis,Ethan,Davis,2,33,16.5,19,0
1433,Caleb Komolafe,Caleb,Komolafe,5,33,6.6,14,1
1433,Quinton Jackson,Quinton,Jackson,6,33,5.5,9,0
1444,Kalel Mullings,Kalel,Mullings,2,32,16,19,0
1444,Chris Scott,Chris,Scott,2,32,16,32,0
1444,Henry Parrish,Henry,Parrish,11,32,2.9,12,0
1444,Matt Sykes,Matt,Sykes,1,32,32,32,0
1444,Kobe Johnson,Kobe,Johnson,4,32,8,13,0
1444,Jabari Bates,Jabari,Bates,9,32,3.6,12,0
1444,Calvin Johnson,Calvin,Johnson,4,32,8,11,0
1444,Djouvensky Schlenbaker,Djouvensky,Schlenbaker,5,32,6.4,11,1
1444,Nehemiah Martinez,Nehemiah,Martinez,2,32,16,31,0
1444,Kanon Woodill,Kanon,Woodill,1,32,32,32,1
1444,Carson Tabaracci,Carson,Tabaracci,1,32,32,32,0
1444,Fredrick Moore,Fredrick,Moore,4,32,8,10,0
1444,Jacob Barrick,Jacob,Barrick,3,32,10.7,17,0
1444,Cedric Hawkins,Cedric,Hawkins,2,32,16,21,0
1444,Ezell Jolly,Ezell,Jolly,5,32,6.4,20,0
1444,Vince Brown,Vince,Brown,4,32,8,11,0
1460,Bryce Williams,Bryce,Williams,4,31,7.8,15,0
1460,Gunner Gentry,Gunner,Gentry,3,31,10.3,17,1
1460,Nathan Bax,Nathan,Bax,5,31,6.2,11,0
1460,Tyler Savage,Tyler,Savage,6,31,5.2,9,0
1460,Jacob Hopper,Jacob,Hopper,3,31,10.3,14,1
1460,Payton Mangrum,Payton,Mangrum,2,31,15.5,19,0
1460,Tanaka Scott,Tanaka,Scott,3,31,10.3,21,0
1460,Vaughn Pemberton,Vaughn,Pemberton,7,31,4.4,9,1
1460,Sean Brown,Sean,Brown,3,31,10.3,19,0
1460,Luca Caldarella,Luca,Caldarella,3,31,10.3,16,0
1460,DeAndre Buchannon,DeAndre,Buchannon,4,31,7.8,10,0
1460,KD Dorsey,KD,Dorsey,5,31,6.2,11,0
1460,Jekail Middlebrook,Jekail,Middlebrook,4,31,7.8,21,0
1460,Marquis Montgomery,Marquis,Montgomery,3,31,10.3,13,0
1474,Micah Bernard,Micah,Bernard,5,30,6,14,0
1474,Ja'Corey Brooks,Ja'Corey,Brooks,3,30,10,25,0
1474,Rocko Griffin,Rocko,Griffin,9,30,3.3,7,0
1474,Dan Dishman,Dan,Dishman,3,30,10,17,0
1474,Josh McCray,Josh,McCray,6,30,5,10,0
1474,Blake Smith,Blake,Smith,2,30,15,28,1
1474,Jayden York,Jayden,York,3,30,10,19,1
1474,Quincy Burroughs,Quincy,Burroughs,4,30,7.5,9,0
1474,Rashid Williams,Rashid,Williams,2,30,15,18,0
1474,Jake Boust,Jake,Boust,4,30,7.5,12,1
1474,Kade Zimmerman,Kade,Zimmerman,1,30,30,30,0
1474,David Mbadinga,David,Mbadinga,6,30,5,10,0
1474,Deuce Alexander,Deuce,Alexander,2,30,15,19,1
1474,Desirrio Riles,Desirrio,Riles,9,30,3.3,14,0
1488,Matt Salerno,Matt,Salerno,2,29,14.5,20,0
1488,Samuel Brown,Samuel,Brown,2,29,14.5,27,0
1488,Jackson Sumlin,Jackson,Sumlin,4,29,7.3,11,0
1488,Andrew Sowinski,Andrew,Sowinski,3,29,9.7,12,0
1488,Wyatt Sullivan,Wyatt,Sullivan,5,29,5.8,12,0
1488,Trayv'on Culbert,Trayv'on,Culbert,4,29,7.3,12,1
1488,Hayden Reed,Hayden,Reed,4,29,7.3,10,0
1495,Shadrick Byrd,Shadrick,Byrd,7,28,4,19,0
1495,Chris Long,Chris,Long,2,28,14,19,0
1495,Charvis Thornton,Charvis,Thornton,7,28,4,10,1
1495,Calvin Hill,Calvin,Hill,4,28,7,8,0
1495,Jake Orlando,Jake,Orlando,4,28,7,13,0
1495,Carter Campbell,Carter,Campbell,2,28,14,18,0
1495,Donovan Smith,Donovan,Smith,1,28,28,28,1
1495,Elijah Jackson-Anderson,Elijah,Jackson-Anderson,1,28,28,28,1
1495,Jaydon Johnson,Jaydon,Johnson,2,28,14,16,0
1495,Chase Gillespie,Chase,Gillespie,5,28,5.6,13,0
1495,Jordan McCants,Jordan,McCants,1,28,28,28,0
1495,Cole Turner,Cole,Turner,3,28,9.3,11,0
1507,Harold Joiner,Harold,Joiner,4,27,6.8,10,0
1507,Julian Ortega-Jones,Julian,Ortega-Jones,3,27,9,17,0
1507,Keshawn King,Keshawn,King,2,27,13.5,14,0
1507,Duane Martin,Duane,Martin,2,27,13.5,19,0
1507,Ashton Stredick,Ashton,Stredick,4,27,6.8,16,0
1507,Terion Stewart,Terion,Stewart,1,27,27,27,0
1507,Jay Rudolph,Jay,Rudolph,4,27,6.8,14,0
1507,Allan Houston,Allan,Houston,3,27,9,17,0
1507,Cam'Ron Valdez,Cam'Ron,Valdez,3,27,9,15,0
1507,Alante Brown,Alante,Brown,3,27,9,20,0
1507,Mason Fakahua,Mason,Fakahua,6,27,4.5,11,0
1507,Kevin Diaz,Kevin,Diaz,3,27,9,14,0
1507,De'Andre Coleman,De'Andre,Coleman,1,27,27,27,1
1507,Langston Lewis,Langston,Lewis,2,27,13.5,22,0
1507,Rico Walker,Rico,Walker,4,27,6.8,16,0
1507,Robby Washington,Robby,Washington,2,27,13.5,18,0
1507,Jordan Nubin,Jordan,Nubin,6,27,4.5,19,0
1507,Matthew McCallister,Matthew,McCallister,2,27,13.5,17,0
1507,AJ Jones,AJ,Jones,5,27,5.4,14,0
1526,Isaiah Woullard,Isaiah,Woullard,9,26,2.9,19,1
1526,Kaleb Carter,Kaleb,Carter,3,26,8.7,11,0
1526,Von Swinton,Von,Swinton,4,26,6.5,13,0
1526,Dalton Andrews,Dalton,Andrews,4,26,6.5,10,2
1526,Var'Keyes Gumms,Var'Keyes,Gumms,3,26,8.7,25,0
1526,Grant Wilson,Grant,Wilson,1,26,26,30,1
1526,Jace Wilson,Jace,Wilson,2,26,13,13,0
1526,Tim Gans,Tim,Gans,2,26,13,14,0
1526,Tylan Hines,Tylan,Hines,7,26,3.7,18,0
1526,Tripp Riordan,Tripp,Riordan,1,26,26,26,0
1526,Kade McIntyre,Kade,McIntyre,1,26,26,26,0
1526,Titus Lyons,Titus,Lyons,5,26,5.2,7,0
1526,Malik Baker,Malik,Baker,5,26,5.2,9,0
1526,Vaughn Blue,Vaughn,Blue,4,26,6.5,12,1
1526,DT Sheffield,DT,Sheffield,4,26,6.5,15,0
1541,Kendall Milton,Kendall,Milton,4,25,6.3,12,0
1541,Brannon Spector,Brannon,Spector,4,25,6.3,11,0
1541,Nay'Quan Wright,Nay'Quan,Wright,10,25,2.5,12,0
1541,Beau Johnson,Beau,Johnson,3,25,8.3,16,0
1541,AJ Green,AJ,Green,6,25,4.2,11,1
1541,Tyler Moore,Tyler,Moore,4,25,6.3,14,1
1541,Branden Alvarez,Branden,Alvarez,2,25,12.5,19,1
1541,Reggie Brown,Reggie,Brown,3,25,8.3,14,0
1541,Tyler Brennan,Tyler,Brennan,1,25,25,25,0
1541,Kaleb Johnson,Kaleb,Johnson,3,25,8.3,13,0
1541,Brock Spalding,Brock,Spalding,3,25,8.3,11,0
1541,Zylan Perry,Zylan,Perry,3,25,8.3,16,0
1541,Aidan Mizell,Aidan,Mizell,2,25,12.5,16,0
1541,Jack Griese,Jack,Griese,3,25,8.3,14,0
1541,Christian Earls,Christian,Earls,2,25,12.5,14,0
1556,O'Shaan Allison,O'Shaan,Allison,9,24,2.7,7,0
1556,Shawn Bowman,Shawn,Bowman,4,24,6,9,0
1556,J.T. Shrout,J.T.,Shrout,1,24,24,24,0
1556,Tyneil Hopper,Tyneil,Hopper,2,24,12,13,1
1556,Jayson Jones,Jayson,Jones,2,24,12,18,0
1556,Tamatoa Mokiao-Atimalala,Tamatoa,Mokiao-Atimalala,4,24,6,9,0
1556,Koy Moore,Koy,Moore,3,24,8,13,0
1556,Aaron Young,Aaron,Young,3,24,8,10,2
1556,Zyell Griffin,Zyell,Griffin,3,24,8,12,0
1556,Dre'lyn Washington,Dre'lyn,Washington,4,24,6,14,1
1556,Ethan Erickson,Ethan,Erickson,2,24,12,19,0
1556,Aidan Laughery,Aidan,Laughery,2,24,12,12,0
1556,Richard Reese,Richard,Reese,7,24,3.4,10,0
1556,David Cordero,David,Cordero,5,24,4.8,9,0
1556,Jordan Ford,Jordan,Ford,9,24,2.7,10,0
1556,Tre Spivey,Tre,Spivey,1,24,24,24,0
1556,Nick Munson,Nick,Munson,5,24,4.8,10,0
1556,Kejuan Bullard,Kejuan,Bullard,1,24,24,24,0
1556,Famah Toure,Famah,Toure,2,24,12,13,0
1556,Clay Swinney,Clay,Swinney,1,24,24,24,0
1556,Jayson Littlejohn,Jayson,Littlejohn,6,24,4,6,2
1556,Kenyon Sadiq,Kenyon,Sadiq,5,24,4.8,9,1
1556,Jaivian Thomas,Jaivian,Thomas,3,24,8,13,1
1556,PJ Martin,PJ,Martin,2,24,12,18,0
1556,Tavion Smith,Tavion,Smith,2,24,12,21,1
1581,Jack Coldiron,Jack,Coldiron,1,23,23,23,0
1581,Delbert Mimms,Delbert,Mimms,3,23,7.7,23,0
1581,Nik Ognenovic,Nik,Ognenovic,2,23,11.5,18,0
1581,Zak Wallace,Zak,Wallace,6,23,3.8,11,0
1581,Jackson Meeks,Jackson,Meeks,1,23,23,23,0
1581,Jaison Patterson,Jaison,Patterson,4,23,5.8,17,0
1581,Jovantae Barnes,Jovantae,Barnes,5,23,4.6,11,0
1581,Deuce Spann,Deuce,Spann,1,23,23,23,0
1581,Cade Yacamelli,Cade,Yacamelli,4,23,5.8,11,0
1581,Terron Kellman,Terron,Kellman,2,23,11.5,19,0
1581,Justin Marshall,Justin,Marshall,2,23,11.5,17,0
1581,Joey Bruszer,Joey,Bruszer,1,23,23,23,1
1581,Maxwell Moss,Maxwell,Moss,2,23,11.5,13,1
1594,Jarett Garner,Jarett,Garner,4,22,5.5,7,0
1594,Nick Miles,Nick,Miles,1,22,22,22,0
1594,Trent Howland,Trent,Howland,3,22,7.3,11,0
1594,Jayson Raines,Jayson,Raines,3,22,7.3,11,0
1594,Evan Lester,Evan,Lester,2,22,11,21,1
1594,Kamryn Perry,Kamryn,Perry,3,22,7.3,9,0
1594,Connor Walendzak,Connor,Walendzak,2,22,11,12,0
1594,Jaziun Patterson,Jaziun,Patterson,4,22,5.5,18,0
1594,Bennett Galloway,Bennett,Galloway,2,22,11,15,0
1594,Joseph Walker,Joseph,Walker,3,22,7.3,8,0
1604,Langston Anderson,Langston,Anderson,1,21,21,21,0
1604,Antwain Littleton,Antwain,Littleton,4,21,5.3,10,0
1604,Taulia Tagovailoa,Taulia,Tagovailoa,1,21,21,21,0
1604,Tyler Fromm,Tyler,Fromm,3,21,7,9,0
1604,Hunter Salmon,Hunter,Salmon,2,21,10.5,14,0
1604,Tyler Crowe,Tyler,Crowe,3,21,7,10,0
1604,Brandon Hayes,Brandon,Hayes,2,21,10.5,17,0
1604,Peter Montini,Peter,Montini,3,21,7,11,0
1604,James Burns,James,Burns,2,21,10.5,24,0
1604,Joshua Lingenfelter,Joshua,Lingenfelter,1,21,21,21,0
1604,Earnest Crownover,Earnest,Crownover,2,21,10.5,19,2
1604,Darrian Anderson,Darrian,Anderson,4,21,5.3,16,0
1604,Avion McBride,Avion,McBride,1,21,21,21,0
1604,Dijon Stanley,Dijon,Stanley,3,21,7,14,0
1604,Dylan Wade,Dylan,Wade,4,21,5.3,15,2
1604,Jayden Virgin,Jayden,Virgin,1,21,21,21,0
1604,Rickey Hunt,Rickey,Hunt,2,21,10.5,18,1
1621,Trey Sanders,Trey,Sanders,5,20,4,8,0
1621,Mycah Pittman,Mycah,Pittman,3,20,6.7,11,0
1621,Andrew Bench,Andrew,Bench,3,20,6.7,10,0
1621,Gabe Ervin,Gabe,Ervin,2,20,10,12,0
1621,Colin O'Brien,Colin,O'Brien,2,20,10,14,0
1621,Henry Boyer,Henry,Boyer,3,20,6.7,9,0
1621,Christian Hamilton,Christian,Hamilton,3,20,6.7,13,0
1621,Jaxson Lavender,Jaxson,Lavender,1,20,20,20,0
1621,Cartevious Norton,Cartevious,Norton,3,20,6.7,15,0
1621,Jaidyn Doss,Jaidyn,Doss,2,20,10,16,0
1621,Daniel Blood,Daniel,Blood,2,20,10,16,0
1621,Zeed Haynes,Zeed,Haynes,1,20,20,20,0
1621,Jay Haynes,Jay,Haynes,2,20,10,14,1
1621,Tyler Bradley,Tyler,Bradley,3,20,6.7,9,0
1635,Sherod White,Sherod,White,4,19,4.8,13,0
1635,Elijah Collins,Elijah,Collins,2,19,9.5,18,0
1635,Pat Garwo,Pat,Garwo,4,19,4.8,5,0
1635,Taji Johnson,Taji,Johnson,1,19,19,19,0
1635,Justin Stephens,Justin,Stephens,1,19,19,19,0
1635,Alton McCaskill,Alton,McCaskill,2,19,9.5,18,0
1635,Anthony Smith,Anthony,Smith,2,19,9.5,11,0
1635,Bryce Duke,Bryce,Duke,2,19,9.5,16,0
1635,Ike Daniels,Ike,Daniels,3,19,6.3,8,0
1635,Cooper Flanagan,Cooper,Flanagan,1,19,19,19,1
1635,Micah Tease,Micah,Tease,2,19,9.5,15,0
1635,Ross Fournet,Ross,Fournet,2,19,9.5,13,0
1635,Max Bredeson,Max,Bredeson,2,19,9.5,14,0
1635,Henry Rutledge,Henry,Rutledge,4,19,4.8,7,0
1635,Eric Holley,Eric,Holley,1,19,19,19,0
1635,Seth Davis,Seth,Davis,6,19,3.2,13,0
1635,Devin Roche,Devin,Roche,4,19,4.8,11,0
1635,Javorian Wimberly,Javorian,Wimberly,2,19,9.5,17,0
1635,Sean Brown,Sean,Brown,2,19,9.5,12,0
1635,Hayden Large,Hayden,Large,3,19,6.3,15,0
1655,Ryland Goede,Ryland,Goede,1,18,18,18,0
1655,Ze'Vian Capers,Ze'Vian,Capers,3,18,6,14,0
1655,Mark-Antony Richards,Mark-Antony,Richards,3,18,6,11,0
1655,Trenton Bourguet,Trenton,Bourguet,1,18,18,18,0
1655,Dalen Cambre,Dalen,Cambre,1,18,18,18,0
1655,Donavyn Lester,Donavyn,Lester,5,18,3.6,7,0
1655,Raleek Brown,Raleek,Brown,3,18,6,14,0
1655,Jonathan Davidson,Jonathan,Davidson,1,18,18,18,0
1655,Charles Crawford,Charles,Crawford,1,18,18,18,0
1655,Jelani Thurman,Jelani,Thurman,2,18,9,14,0
1655,Treyaun Webb,Treyaun,Webb,4,18,4.5,12,0
1655,Davis Sherwood,Davis,Sherwood,2,18,9,10,1
1655,Brooks Johnson,Brooks,Johnson,1,18,18,18,0
1655,Ryan Manning,Ryan,Manning,2,18,9,11,0
1655,Peter Clarke,Peter,Clarke,2,18,9,16,1
1655,Jymetre Hester,Jymetre,Hester,4,18,4.5,12,0
1655,Nate Burleson,Nate,Burleson,2,18,9,20,0
1655,Everett Hunter,Everett,Hunter,2,18,9,16,0
1673,Braden Cassity,Braden,Cassity,4,17,4.3,17,0
1673,Drew Pyne,Drew,Pyne,1,17,17,17,0
1673,Hamp Greene,Hamp,Greene,2,17,8.5,12,0
1673,Demarcus Jones,Demarcus,Jones,1,17,17,17,0
1673,Sevion Morrison,Sevion,Morrison,2,17,8.5,12,0
1673,Kris Byrd,Kris,Byrd,2,17,8.5,9,0
1673,Antwan Roberts,Antwan,Roberts,1,17,17,17,0
1673,Gunnar Greenwald,Gunnar,Greenwald,4,17,4.3,8,1
1673,Justin Kimber,Justin,Kimber,2,17,8.5,15,0
1673,Decoldest Crawford,Decoldest,Crawford,2,17,8.5,10,0
1673,Andre Greene,Andre,Greene,2,17,8.5,13,0
1673,Bryce Bailey,Bryce,Bailey,3,17,5.7,7,1
1673,C.J. Cole,C.J.,Cole,2,17,8.5,10,0
1673,Kellen Stewart,Kellen,Stewart,3,17,5.7,22,0
1673,Taylor Spierto,Taylor,Spierto,2,17,8.5,10,0
1673,Trevor Stephens,Trevor,Stephens,1,17,17,17,0
1673,Shatavious Hogan,Shatavious,Hogan,1,17,17,17,0
1673,Cortez Braham,Cortez,Braham,3,17,5.7,9,0
1691,David Bailey,David,Bailey,1,16,16,16,0
1691,Mike Drennen,Mike,Drennen,2,16,8,9,0
1691,Sam Adams,Sam,Adams,2,16,8,10,0
1691,Jaylon Armstead,Jaylon,Armstead,3,16,5.3,7,0
1691,Latrele Palmer,Latrele,Palmer,2,16,8,13,0
1691,JuTahn McClain,JuTahn,McClain,3,16,5.3,10,0
1691,Jay Ducker,Jay,Ducker,3,16,5.3,9,0
1691,Artez Hooker,Artez,Hooker,2,16,8,13,0
1691,Jaylen Thomas,Jaylen,Thomas,3,16,5.3,7,0
1691,Julian Lopez,Julian,Lopez,3,16,5.3,8,0
1691,Colby McDonald,Colby,McDonald,5,16,3.2,9,0
1691,Dane Olson,Dane,Olson,1,16,16,16,0
1691,Ezavier Staples,Ezavier,Staples,1,16,16,16,0
1691,Drew Biber,Drew,Biber,1,16,16,16,1
1691,Jack Reynolds,Jack,Reynolds,2,16,8,9,0
1691,Jacques Badolato-Birdsell,Jacques,Badolato-Birdsell,2,16,8,8,0
1691,Christian Carter,Christian,Carter,2,16,8,9,1
1691,Anthony Tyus,Anthony,Tyus,2,16,8,9,0
1691,Maximus Webster,Maximus,Webster,5,16,3.2,9,1
1691,Mac Markway,Mac,Markway,3,16,5.3,8,1
1691,Xavier Loyd,Xavier,Loyd,1,16,16,16,0
1691,Christian Abney,Christian,Abney,3,16,5.3,10,0
1691,Jediyah Willoughby,Jediyah,Willoughby,1,16,16,16,0
1691,Jacob Kaminski,Jacob,Kaminski,1,16,16,16,0
